dt,x,y,left.pos,left.vel,left.acc,left.jerk,center.pos,center.vel,center.acc,center.jerk,right.pos,right.vel,right.acc,right.jerk,heading
0.02,9.1779,3.9283,5.7400,8.5393,8.9043,18.2861,6.7900,7.0000,7.0000,0.0000,7.8397,5.4602,-8.9090,-18.3233,0.9332
0.02,9.2630,4.0395,5.9145,8.7237,9.2200,15.7855,6.9300,7.0000,7.0000,0.0000,7.9452,5.2757,-9.2255,-15.8249,0.9026
0.02,9.3515,4.1479,6.0927,8.9125,9.4387,10.9352,7.0700,7.0000,7.0000,0.0000,8.0469,5.0868,-9.4450,-10.9744,0.8686
0.02,9.4439,4.2531,6.2748,9.1025,9.5021,3.1696,7.2100,7.0000,7.0000,0.0000,8.1448,4.8966,-9.5091,-3.2049,0.8312
0.02,9.5403,4.3546,6.4605,9.2894,9.3429,-7.9567,7.3500,7.0000,7.0000,0.0000,8.2390,4.7096,-9.3505,7.9299,0.7905
0.02,9.6409,4.4520,6.6499,9.4672,8.8913,-22.5804,7.4900,7.0000,7.0000,0.0000,8.3297,4.5317,-8.8991,22.5687,0.7466
0.02,9.7458,4.5446,6.8425,9.6289,8.0852,-40.3035,7.6300,7.0000,7.0000,0.0000,8.4171,4.3698,-8.0929,40.3135,0.6998
0.02,9.8551,4.6322,7.0378,9.7666,6.8854,-59.9905,7.7700,7.0000,7.0000,0.0000,8.5017,4.2320,-6.8923,60.0278,0.6506
0.02,9.9686,4.7141,7.2353,9.8725,5.2913,-79.7057,7.9100,7.0000,7.0000,0.0000,8.5842,4.1260,-5.2968,79.7732,0.5996
0.02,10.0862,4.7900,7.4340,9.9395,3.3532,-96.9086,8.0500,7.0000,7.0000,0.0000,8.6654,4.0589,-3.3568,97.0042,0.5473
0.02,10.2076,4.8597,7.6333,9.9630,1.1741,-108.9522,8.1900,7.0000,7.0000,0.0000,8.7461,4.0354,-1.1754,109.0682,0.4946
0.02,10.3325,4.9229,7.8321,9.9410,-1.1015,-113.7804,8.3300,7.0000,7.0000,0.0000,8.8272,4.0574,1.1027,113.9045,0.4423
